breed,age_years,weight_kg,color,gender,a1_adapts_well_to_apartment_living,a2_good_for_novice_owners,a4_tolerates_being_alone,b1_affectionate_with_family,b2_incredibly_kid_friendly_dogs,b3_dog_friendly,c1_amount_of_shedding,c2_drooling_potential,d1_easy_to_train,d5_tendency_to_bark_or_howl,e1_energy_level,e3_exercise_needs,size,age_category,color_category,cluster,cluster_name,is_anomaly,anomaly_score
samoyed,2,24,Gray,Male,2,2,2,5,5,5,5,2,3,3,5,5,medium,puppy,light,0,family_active,1,0.10307336763685271
pembroke welsh corgi,5,43,Tan,Female,4,4,3,5,4,3,5,1,5,2,4,4,large,adult,light,5,smart_active,1,0.11917582392484138
pug,6,6,Black and Tan,Male,5,5,1,5,4,4,5,1,3,2,3,3,small,adult,dark,2,small_companion,1,0.1093041223286344
maltese,14,38,Gray,Female,5,5,1,5,3,4,2,1,4,2,3,2,large,senior,light,2,small_companion,1,0.10626288972640852
pekingese,13,42,Black and White,Female,5,4,3,5,2,2,4,1,3,4,2,2,large,senior,mixed,1,independent_character,1,0.08882974922564046
shetland sheepdog,10,38,Cream,Female,2,3,2,5,5,4,5,1,5,1,4,4,large,senior,light,5,smart_active,1,0.09560358723404627
irish setter,13,38,Brindle,Male,1,3,2,5,5,5,4,2,4,4,5,5,large,senior,mixed,0,family_active,1,0.13291247026930442
bernese mountain dog,1,8,Tricolor,Female,1,2,1,5,5,3,5,4,4,4,4,3,small,puppy,mixed,3,large_working,1,0.07387418429489756
pug,6,27,Gray,Male,5,5,1,5,4,4,5,1,3,2,3,3,medium,adult,light,2,small_companion,1,0.1093041223286344
dogo argentino,7,42,Brindle,Male,1,1,2,4,2,2,1,3,2,2,4,4,large,adult,mixed,3,large_working,1,0.0
cocker spaniel,10,55,Bicolor,Female,5,3,1,5,3,4,3,1,5,3,4,3,large,senior,mixed,2,small_companion,1,0.09819957107015731
chesapeake bay retriever,2,38,Tricolor,Female,1,1,2,5,3,1,5,3,3,3,5,5,large,puppy,mixed,3,large_working,1,0.041604479924655324
basenji,2,8,Bicolor,Female,5,4,4,5,5,4,1,5,1,1,5,5,small,puppy,mixed,4,outlier_unique,-1,-0.015910031319223084
shiba inu,4,18,Black,Male,5,4,5,4,3,3,4,1,2,4,4,3,medium,adult,dark,1,independent_character,1,0.03866640228556284
weimaraner,2,39,Spotted,Female,1,2,1,5,4,3,4,4,4,2,5,5,large,puppy,mixed,3,large_working,1,0.10893677592658224
beagle,11,20,Brindle,Female,4,3,1,5,5,5,3,1,1,5,4,4,medium,senior,mixed,0,family_active,1,0.04668598771775645
shetland sheepdog,7,48,Brown,Female,2,3,2,5,5,4,5,1,5,1,4,4,large,adult,dark,5,smart_active,1,0.09560358723404627
standard schnauzer,11,38,White,Male,4,2,2,4,4,3,1,1,3,2,5,5,large,senior,light,5,smart_active,1,0.06975670786733079
shih tzu,1,35,White,Female,5,5,3,5,4,4,3,1,3,2,2,2,large,puppy,light,2,small_companion,1,0.11723197668689922
rottweiler,8,46,White,Male,2,1,1,5,4,2,4,4,4,4,4,4,large,adult,light,3,large_working,1,0.1270094429307097
maltese,12,33,Spotted,Male,5,5,1,5,3,4,2,1,4,2,3,2,large,senior,mixed,2,small_companion,1,0.10626288972640852
australian shepherd,7,14,Red,Female,1,2,2,5,4,5,3,1,5,4,5,5,small,adult,unique,0,family_active,1,0.11734127630666924
belgian malinois,12,16,Spotted,Male,1,3,3,5,4,2,2,1,5,2,5,5,medium,senior,mixed,5,smart_active,1,0.056851380059695145
miniature schnauzer,5,30,Brown,Male,4,3,5,5,3,3,2,1,5,3,5,5,medium,adult,dark,5,smart_active,1,0.049418521329423815
basenji,10,53,Merle,Female,5,4,4,5,5,4,1,5,1,1,5,5,large,senior,unique,4,outlier_unique,-1,-0.015910031319223084
australian shepherd,3,14,Black,Female,1,2,2,5,4,5,3,1,5,4,5,5,small,puppy,dark,0,family_active,1,0.11734127630666924
pembroke welsh corgi,4,37,Brindle,Male,4,4,3,5,4,3,5,1,5,2,4,4,large,adult,mixed,5,smart_active,1,0.11917582392484138
bloodhound,11,26,Tricolor,Male,1,2,2,5,5,5,4,5,3,4,5,5,medium,senior,mixed,0,family_active,1,0.08520155191862566
jack russell terrier,7,41,Bicolor,Female,3,2,3,5,4,5,3,1,4,4,5,5,large,adult,mixed,0,family_active,1,0.09907175259749268
pekingese,7,16,Brindle,Female,5,4,3,5,2,2,4,1,3,4,2,2,medium,adult,mixed,1,independent_character,1,0.08882974922564046
german shepherd dog,3,40,Black and White,Female,3,2,2,5,5,2,5,1,5,4,5,5,large,puppy,mixed,3,large_working,1,0.08877452506852401
standard schnauzer,2,49,Spotted,Female,4,2,2,4,4,3,1,1,3,2,5,5,large,puppy,mixed,5,smart_active,1,0.06975670786733079
airedale terrier,11,7,Black and Tan,Male,1,2,2,4,4,4,2,1,4,4,5,5,small,senior,dark,0,family_active,1,0.11990421320075151
maltese,8,37,Brown,Female,5,5,1,5,3,4,2,1,4,2,3,2,large,adult,dark,2,small_companion,1,0.10626288972640852
maltese,9,33,Sable,Male,5,5,1,5,3,4,2,1,4,2,3,2,large,senior,unique,2,small_companion,1,0.10626288972640852
french bulldog,9,41,Spotted,Female,5,5,1,5,4,4,3,1,4,3,3,2,large,senior,mixed,2,small_companion,1,0.14241912525877787
miniature schnauzer,12,15,Gray,Male,4,3,5,5,3,3,2,1,5,3,5,5,small,senior,light,5,smart_active,1,0.049418521329423815
jack russell terrier,12,40,Cream,Female,3,2,3,5,4,5,3,1,4,4,5,5,large,senior,light,0,family_active,1,0.09907175259749268
french bulldog,5,34,Tricolor,Female,5,5,1,5,4,4,3,1,4,3,3,2,large,adult,mixed,2,small_companion,1,0.14241912525877787
west highland white terrier,3,48,Merle,Female,4,4,2,5,4,5,4,1,4,4,4,4,large,puppy,unique,2,small_companion,1,0.11785238860222136
siberian husky,12,46,Cream,Male,2,1,1,5,5,5,3,3,2,5,5,5,large,senior,light,0,family_active,1,0.05060466007524855
bloodhound,10,28,Tan,Male,1,2,2,5,5,5,4,5,3,4,5,5,medium,senior,light,0,family_active,1,0.08520155191862566
saint bernard,12,42,Bicolor,Female,3,2,1,5,5,5,4,5,2,1,3,2,large,senior,mixed,3,large_working,1,0.010965258266183886
pomeranian,9,34,Brindle,Male,4,4,1,5,2,2,4,1,4,5,3,2,large,senior,mixed,1,independent_character,1,0.050059729299895106
poodle,11,38,Black and White,Female,5,5,1,5,5,4,1,1,5,2,4,4,large,senior,mixed,2,small_companion,1,0.09188535307053725
havanese,1,40,Blue,Male,5,5,1,5,4,5,2,1,5,2,3,3,large,puppy,unique,2,small_companion,1,0.12281828254349136
alaskan malamute,12,47,Bicolor,Male,1,1,1,4,3,2,5,1,4,5,5,5,large,senior,mixed,3,large_working,1,0.05178362947380133
shiba inu,4,21,Brown,Female,5,4,5,4,3,3,4,1,2,4,4,3,medium,adult,dark,1,independent_character,1,0.03866640228556284
pembroke welsh corgi,1,25,Black and Tan,Female,4,4,3,5,4,3,5,1,5,2,4,4,medium,puppy,dark,5,smart_active,1,0.11917582392484138
basenji,6,38,Merle,Female,5,4,4,5,5,4,1,5,1,1,5,5,large,adult,unique,4,outlier_unique,-1,-0.015910031319223084
boston terrier,8,8,Bicolor,Male,5,4,3,4,5,5,2,1,4,3,4,4,small,adult,mixed,5,smart_active,1,0.1022841672540743
dachshund,8,36,Tan,Male,5,4,3,4,5,3,3,1,2,5,3,3,large,adult,light,1,independent_character,1,0.09346636634119565
alaskan malamute,13,50,Bicolor,Male,1,1,1,4,3,2,5,1,4,5,5,5,large,senior,mixed,3,large_working,1,0.05178362947380133
vizsla,5,41,Black and White,Female,1,3,1,5,5,5,2,1,5,5,5,5,large,adult,mixed,0,family_active,1,0.0988842615370068
great dane,12,13,Black and White,Male,1,1,1,5,5,5,5,4,5,4,5,5,small,senior,mixed,0,family_active,1,0.07166068511527701
jack russell terrier,13,29,Black and White,Female,3,2,3,5,4,5,3,1,4,4,5,5,medium,senior,mixed,0,family_active,1,0.09907175259749268
basenji,9,30,Tan,Female,5,4,4,5,5,4,1,5,1,1,5,5,medium,senior,light,4,outlier_unique,-1,-0.015910031319223084
golden retriever,3,30,Sable,Female,2,3,1,5,5,5,5,4,5,3,5,5,medium,puppy,unique,0,family_active,1,0.08528781558879694
bichon frise,12,42,Black and Tan,Male,5,5,1,5,4,4,2,1,5,2,5,3,large,senior,dark,2,small_companion,1,0.15944015389041594
cocker spaniel,10,15,Bicolor,Female,5,3,1,5,3,4,3,1,5,3,4,3,small,senior,mixed,2,small_companion,1,0.09819957107015731
bernese mountain dog,6,37,Black and White,Male,1,2,1,5,5,3,5,4,4,4,4,3,large,adult,mixed,3,large_working,1,0.07387418429489756
havanese,13,8,Sable,Male,5,5,1,5,4,5,2,1,5,2,3,3,small,senior,unique,2,small_companion,1,0.12281828254349136
dogo argentino,13,26,Merle,Male,1,1,2,4,2,2,1,3,2,2,4,4,medium,senior,unique,3,large_working,1,0.0
chinese shar-pei,2,45,Brown,Male,4,2,4,2,2,1,5,2,3,5,2,3,large,puppy,dark,1,independent_character,1,0.03603625785343145
irish setter,8,18,Black,Male,1,3,2,5,5,5,4,2,4,4,5,5,medium,adult,dark,0,family_active,1,0.13291247026930442
boston terrier,14,37,Bicolor,Female,5,4,3,4,5,5,2,1,4,3,4,4,large,senior,mixed,5,smart_active,1,0.1022841672540743
dogo argentino,8,47,Tan,Male,1,1,2,4,2,2,1,3,2,2,4,4,large,adult,light,3,large_working,1,0.0
pekingese,2,10,Spotted,Female,5,4,3,5,2,2,4,1,3,4,2,2,small,puppy,mixed,1,independent_character,1,0.08882974922564046
french bulldog,6,26,Tan,Female,5,5,1,5,4,4,3,1,4,3,3,2,medium,adult,light,2,small_companion,1,0.14241912525877787
saint bernard,1,45,Spotted,Male,3,2,1,5,5,5,4,5,2,1,3,2,large,puppy,mixed,3,large_working,1,0.010965258266183886
bull terrier,8,18,Black and Tan,Female,4,4,2,5,5,4,3,1,5,1,4,5,medium,adult,dark,5,smart_active,1,0.10975066302350012
boxer,14,32,Gray,Female,4,3,1,5,4,3,4,2,4,3,5,5,large,senior,light,3,large_working,1,0.13011879791857717
boxer,9,39,Sable,Female,4,3,1,5,4,3,4,2,4,3,5,5,large,senior,unique,3,large_working,1,0.13011879791857717
belgian malinois,5,5,Black and Tan,Male,1,3,3,5,4,2,2,1,5,2,5,5,small,adult,dark,5,smart_active,1,0.056851380059695145
havanese,6,49,Brindle,Male,5,5,1,5,4,5,2,1,5,2,3,3,large,adult,mixed,2,small_companion,1,0.12281828254349136
french bulldog,3,44,Black,Female,5,5,1,5,4,4,3,1,4,3,3,2,large,puppy,dark,2,small_companion,1,0.14241912525877787
irish setter,1,53,Black,Female,1,3,2,5,5,5,4,2,4,4,5,5,large,puppy,dark,0,family_active,1,0.13291247026930442
border collie,14,52,Black and Tan,Male,2,2,1,5,4,3,3,1,5,2,5,5,large,senior,dark,5,smart_active,1,0.12980876058686436
whippet,9,56,Gray,Female,5,3,2,5,5,4,2,1,4,1,5,5,large,senior,light,5,smart_active,1,0.10558414949628958
airedale terrier,7,22,Tricolor,Female,1,2,2,4,4,4,2,1,4,4,5,5,medium,adult,mixed,0,family_active,1,0.11990421320075151
french bulldog,12,37,Brindle,Female,5,5,1,5,4,4,3,1,4,3,3,2,large,senior,mixed,2,small_companion,1,0.14241912525877787
standard schnauzer,6,37,Sable,Male,4,2,2,4,4,3,1,1,3,2,5,5,large,adult,unique,5,smart_active,1,0.06975670786733079
boxer,4,16,Gray,Female,4,3,1,5,4,3,4,2,4,3,5,5,medium,adult,light,3,large_working,1,0.13011879791857717
dachshund,9,47,Brown,Male,5,4,3,4,5,3,3,1,2,5,3,3,large,senior,dark,1,independent_character,1,0.09346636634119565
bichon frise,11,11,Black and White,Male,5,5,1,5,4,4,2,1,5,2,5,3,small,senior,mixed,2,small_companion,1,0.15944015389041594
samoyed,13,23,Black and White,Male,2,2,2,5,5,5,5,2,3,3,5,5,medium,senior,mixed,0,family_active,1,0.10307336763685271
rottweiler,10,38,Red,Female,2,1,1,5,4,2,4,4,4,4,4,4,large,senior,unique,3,large_working,1,0.1270094429307097
bull terrier,14,56,Black and Tan,Female,4,4,2,5,5,4,3,1,5,1,4,5,large,senior,dark,5,smart_active,1,0.10975066302350012
shetland sheepdog,1,57,Red,Male,2,3,2,5,5,4,5,1,5,1,4,4,large,puppy,unique,5,smart_active,1,0.09560358723404627
chesapeake bay retriever,11,10,Brindle,Female,1,1,2,5,3,1,5,3,3,3,5,5,small,senior,mixed,3,large_working,1,0.041604479924655324
airedale terrier,8,22,Bicolor,Male,1,2,2,4,4,4,2,1,4,4,5,5,medium,adult,mixed,0,family_active,1,0.11990421320075151
akita,3,59,Black,Female,2,2,1,5,1,1,5,5,2,5,4,4,large,puppy,dark,3,large_working,-1,-0.00886127305314277
akita,11,15,Merle,Female,2,2,1,5,1,1,5,5,2,5,4,4,small,senior,unique,3,large_working,-1,-0.00886127305314277
maltese,9,17,Tan,Female,5,5,1,5,3,4,2,1,4,2,3,2,medium,senior,light,2,small_companion,1,0.10626288972640852
chesapeake bay retriever,8,46,Tricolor,Female,1,1,2,5,3,1,5,3,3,3,5,5,large,adult,mixed,3,large_working,1,0.041604479924655324
poodle,7,22,White,Male,5,5,1,5,5,4,1,1,5,2,4,4,medium,adult,light,2,small_companion,1,0.09188535307053725
basenji,1,36,Black,Male,5,4,4,5,5,4,1,5,1,1,5,5,large,puppy,dark,4,outlier_unique,-1,-0.015910031319223084
weimaraner,6,8,Merle,Female,1,2,1,5,4,3,4,4,4,2,5,5,small,adult,unique,3,large_working,1,0.10893677592658224
labrador retriever,14,45,Brindle,Male,1,3,2,5,5,5,5,3,5,4,5,5,large,senior,mixed,0,family_active,1,0.11542894055049463
pembroke welsh corgi,3,39,Brown,Female,4,4,3,5,4,3,5,1,5,2,4,4,large,puppy,dark,5,smart_active,1,0.11917582392484138
akita,11,47,Merle,Male,2,2,1,5,1,1,5,5,2,5,4,4,large,senior,unique,3,large_working,-1,-0.00886127305314277
poodle,7,35,Gray,Female,5,5,1,5,5,4,1,1,5,2,4,4,large,adult,light,2,small_companion,1,0.09188535307053725
dogo argentino,14,11,Black,Male,1,1,2,4,2,2,1,3,2,2,4,4,small,senior,dark,3,large_working,1,0.0
pug,9,5,Tan,Male,5,5,1,5,4,4,5,1,3,2,3,3,small,senior,light,2,small_companion,1,0.1093041223286344
yorkshire terrier,5,9,Black,Female,5,4,2,4,2,3,2,1,3,3,5,4,small,adult,dark,1,independent_character,1,0.08596830702228297
german shepherd dog,1,9,Brindle,Male,3,2,2,5,5,2,5,1,5,4,5,5,small,puppy,mixed,3,large_working,1,0.08877452506852401
doberman pinscher,4,49,Bicolor,Female,3,3,2,5,3,1,4,4,5,1,3,3,large,adult,mixed,3,large_working,1,0.04141680801384029
lhasa apso,11,5,Black and White,Male,5,5,4,4,4,3,3,1,3,4,4,3,small,senior,mixed,1,independent_character,1,0.1145986381147937
saint bernard,5,56,Blue,Female,3,2,1,5,5,5,4,5,2,1,3,2,large,adult,unique,3,large_working,1,0.010965258266183886
bichon frise,2,40,Merle,Male,5,5,1,5,4,4,2,1,5,2,5,3,large,puppy,unique,2,small_companion,1,0.15944015389041594
basenji,9,27,White,Male,5,4,4,5,5,4,1,5,1,1,5,5,medium,senior,light,4,outlier_unique,-1,-0.015910031319223084
papillon,3,35,Spotted,Female,5,5,1,5,3,4,2,1,5,2,4,5,large,puppy,mixed,2,small_companion,1,0.08890602129631608
weimaraner,9,44,Cream,Male,1,2,1,5,4,3,4,4,4,2,5,5,large,senior,light,3,large_working,1,0.10893677592658224
lhasa apso,10,34,Black and White,Male,5,5,4,4,4,3,3,1,3,4,4,3,large,senior,mixed,1,independent_character,1,0.1145986381147937
bernese mountain dog,9,27,Red,Female,1,2,1,5,5,3,5,4,4,4,4,3,medium,senior,unique,3,large_working,1,0.07387418429489756
french bulldog,8,28,Bicolor,Female,5,5,1,5,4,4,3,1,4,3,3,2,medium,adult,mixed,2,small_companion,1,0.14241912525877787
bull terrier,13,54,Gray,Male,4,4,2,5,5,4,3,1,5,1,4,5,large,senior,light,5,smart_active,1,0.10975066302350012
saint bernard,10,31,Tan,Female,3,2,1,5,5,5,4,5,2,1,3,2,large,senior,light,3,large_working,1,0.010965258266183886
whippet,4,59,Red,Female,5,3,2,5,5,4,2,1,4,1,5,5,large,adult,unique,5,smart_active,1,0.10558414949628958
cavalier king charles spaniel,7,16,Tan,Female,5,5,1,5,5,5,3,1,4,3,3,4,medium,adult,light,2,small_companion,1,0.11561804964437455
pekingese,4,7,Sable,Female,5,4,3,5,2,2,4,1,3,4,2,2,small,adult,unique,1,independent_character,1,0.08882974922564046
rottweiler,8,26,Brindle,Male,2,1,1,5,4,2,4,4,4,4,4,4,medium,adult,mixed,3,large_working,1,0.1270094429307097
chesapeake bay retriever,8,17,Bicolor,Female,1,1,2,5,3,1,5,3,3,3,5,5,medium,adult,mixed,3,large_working,1,0.041604479924655324
miniature schnauzer,3,21,Spotted,Female,4,3,5,5,3,3,2,1,5,3,5,5,medium,puppy,mixed,5,smart_active,1,0.049418521329423815
doberman pinscher,8,7,Sable,Female,3,3,2,5,3,1,4,4,5,1,3,3,small,adult,unique,3,large_working,1,0.04141680801384029
pekingese,12,32,Merle,Male,5,4,3,5,2,2,4,1,3,4,2,2,large,senior,unique,1,independent_character,1,0.08882974922564046
boston terrier,9,17,Black and Tan,Male,5,4,3,4,5,5,2,1,4,3,4,4,medium,senior,dark,5,smart_active,1,0.1022841672540743
golden retriever,5,58,Sable,Female,2,3,1,5,5,5,5,4,5,3,5,5,large,adult,unique,0,family_active,1,0.08528781558879694
poodle,4,46,Sable,Male,5,5,1,5,5,4,1,1,5,2,4,4,large,adult,unique,2,small_companion,1,0.09188535307053725
vizsla,11,40,Gray,Male,1,3,1,5,5,5,2,1,5,5,5,5,large,senior,light,0,family_active,1,0.0988842615370068
siberian husky,1,5,Black and White,Male,2,1,1,5,5,5,3,3,2,5,5,5,small,puppy,mixed,0,family_active,1,0.05060466007524855
airedale terrier,3,18,Black and Tan,Female,1,2,2,4,4,4,2,1,4,4,5,5,medium,puppy,dark,0,family_active,1,0.11990421320075151
dogo argentino,11,42,Black,Male,1,1,2,4,2,2,1,3,2,2,4,4,large,senior,dark,3,large_working,1,0.0
golden retriever,13,23,Black,Female,2,3,1,5,5,5,5,4,5,3,5,5,medium,senior,dark,0,family_active,1,0.08528781558879694
jack russell terrier,6,40,Cream,Male,3,2,3,5,4,5,3,1,4,4,5,5,large,adult,light,0,family_active,1,0.09907175259749268
bichon frise,5,15,White,Female,5,5,1,5,4,4,2,1,5,2,5,3,small,adult,light,2,small_companion,1,0.15944015389041594
shetland sheepdog,3,24,Tricolor,Female,2,3,2,5,5,4,5,1,5,1,4,4,medium,puppy,mixed,5,smart_active,1,0.09560358723404627
bull terrier,8,49,Sable,Female,4,4,2,5,5,4,3,1,5,1,4,5,large,adult,unique,5,smart_active,1,0.10975066302350012
bull terrier,11,32,Red,Female,4,4,2,5,5,4,3,1,5,1,4,5,large,senior,unique,5,smart_active,1,0.10975066302350012
pembroke welsh corgi,4,14,White,Male,4,4,3,5,4,3,5,1,5,2,4,4,small,adult,light,5,smart_active,1,0.11917582392484138
pomeranian,8,53,Brindle,Female,4,4,1,5,2,2,4,1,4,5,3,2,large,adult,mixed,1,independent_character,1,0.050059729299895106
cavalier king charles spaniel,4,43,Merle,Male,5,5,1,5,5,5,3,1,4,3,3,4,large,adult,unique,2,small_companion,1,0.11561804964437455
doberman pinscher,2,17,Cream,Female,3,3,2,5,3,1,4,4,5,1,3,3,medium,puppy,light,3,large_working,1,0.04141680801384029
beagle,14,52,Tan,Female,4,3,1,5,5,5,3,1,1,5,4,4,large,senior,light,0,family_active,1,0.04668598771775645
rottweiler,5,43,White,Male,2,1,1,5,4,2,4,4,4,4,4,4,large,adult,light,3,large_working,1,0.1270094429307097
miniature schnauzer,6,54,White,Male,4,3,5,5,3,3,2,1,5,3,5,5,large,adult,light,5,smart_active,1,0.049418521329423815
great dane,4,43,Black and White,Male,1,1,1,5,5,5,5,4,5,4,5,5,large,adult,mixed,0,family_active,1,0.07166068511527701
alaskan malamute,3,10,Cream,Female,1,1,1,4,3,2,5,1,4,5,5,5,small,puppy,light,3,large_working,1,0.05178362947380133
cocker spaniel,12,27,Spotted,Male,5,3,1,5,3,4,3,1,5,3,4,3,medium,senior,mixed,2,small_companion,1,0.09819957107015731
rottweiler,2,17,Merle,Male,2,1,1,5,4,2,4,4,4,4,4,4,medium,puppy,unique,3,large_working,1,0.1270094429307097
belgian malinois,12,7,Blue,Female,1,3,3,5,4,2,2,1,5,2,5,5,small,senior,unique,5,smart_active,1,0.056851380059695145
pekingese,11,5,Tricolor,Female,5,4,3,5,2,2,4,1,3,4,2,2,small,senior,mixed,1,independent_character,1,0.08882974922564046
irish setter,12,54,Tricolor,Female,1,3,2,5,5,5,4,2,4,4,5,5,large,senior,mixed,0,family_active,1,0.13291247026930442
shetland sheepdog,4,29,Black and White,Male,2,3,2,5,5,4,5,1,5,1,4,4,medium,adult,mixed,5,smart_active,1,0.09560358723404627
boxer,5,47,Black and Tan,Male,4,3,1,5,4,3,4,2,4,3,5,5,large,adult,dark,3,large_working,1,0.13011879791857717
bernese mountain dog,5,34,Black and White,Male,1,2,1,5,5,3,5,4,4,4,4,3,large,adult,mixed,3,large_working,1,0.07387418429489756
whippet,7,33,Spotted,Female,5,3,2,5,5,4,2,1,4,1,5,5,large,adult,mixed,5,smart_active,1,0.10558414949628958
shiba inu,10,37,Gray,Female,5,4,5,4,3,3,4,1,2,4,4,3,large,senior,light,1,independent_character,1,0.03866640228556284
bichon frise,10,9,Sable,Male,5,5,1,5,4,4,2,1,5,2,5,3,small,senior,unique,2,small_companion,1,0.15944015389041594
boxer,4,13,Gray,Female,4,3,1,5,4,3,4,2,4,3,5,5,small,adult,light,3,large_working,1,0.13011879791857717
great dane,8,23,Tan,Male,1,1,1,5,5,5,5,4,5,4,5,5,medium,adult,light,0,family_active,1,0.07166068511527701
alaskan malamute,13,50,Brown,Female,1,1,1,4,3,2,5,1,4,5,5,5,large,senior,dark,3,large_working,1,0.05178362947380133
doberman pinscher,5,33,Bicolor,Female,3,3,2,5,3,1,4,4,5,1,3,3,large,adult,mixed,3,large_working,1,0.04141680801384029
belgian malinois,12,12,Blue,Male,1,3,3,5,4,2,2,1,5,2,5,5,small,senior,unique,5,smart_active,1,0.056851380059695145
labrador retriever,14,13,White,Female,1,3,2,5,5,5,5,3,5,4,5,5,small,senior,light,0,family_active,1,0.11542894055049463
pomeranian,13,21,Cream,Female,4,4,1,5,2,2,4,1,4,5,3,2,medium,senior,light,1,independent_character,1,0.050059729299895106
pug,1,27,Tan,Male,5,5,1,5,4,4,5,1,3,2,3,3,medium,puppy,light,2,small_companion,1,0.1093041223286344
west highland white terrier,11,47,Red,Male,4,4,2,5,4,5,4,1,4,4,4,4,large,senior,unique,2,small_companion,1,0.11785238860222136
weimaraner,14,20,Bicolor,Male,1,2,1,5,4,3,4,4,4,2,5,5,medium,senior,mixed,3,large_working,1,0.10893677592658224
cavalier king charles spaniel,1,25,Sable,Male,5,5,1,5,5,5,3,1,4,3,3,4,medium,puppy,unique,2,small_companion,1,0.11561804964437455
maltese,1,53,Tricolor,Female,5,5,1,5,3,4,2,1,4,2,3,2,large,puppy,mixed,2,small_companion,1,0.10626288972640852
papillon,1,26,Black and White,Female,5,5,1,5,3,4,2,1,5,2,4,5,medium,puppy,mixed,2,small_companion,1,0.08890602129631608
french bulldog,5,28,Merle,Female,5,5,1,5,4,4,3,1,4,3,3,2,medium,adult,unique,2,small_companion,1,0.14241912525877787
chinese shar-pei,12,38,Brown,Male,4,2,4,2,2,1,5,2,3,5,2,3,large,senior,dark,1,independent_character,1,0.03603625785343145
yorkshire terrier,14,7,Brown,Female,5,4,2,4,2,3,2,1,3,3,5,4,small,senior,dark,1,independent_character,1,0.08596830702228297
bichon frise,6,53,Black and Tan,Female,5,5,1,5,4,4,2,1,5,2,5,3,large,adult,dark,2,small_companion,1,0.15944015389041594
pekingese,6,31,Blue,Female,5,4,3,5,2,2,4,1,3,4,2,2,large,adult,unique,1,independent_character,1,0.08882974922564046
irish setter,10,16,Blue,Male,1,3,2,5,5,5,4,2,4,4,5,5,medium,senior,unique,0,family_active,1,0.13291247026930442
havanese,3,29,Spotted,Female,5,5,1,5,4,5,2,1,5,2,3,3,medium,puppy,mixed,2,small_companion,1,0.12281828254349136
shiba inu,11,20,Black and White,Male,5,4,5,4,3,3,4,1,2,4,4,3,medium,senior,mixed,1,independent_character,1,0.03866640228556284
cocker spaniel,1,52,Tan,Male,5,3,1,5,3,4,3,1,5,3,4,3,large,puppy,light,2,small_companion,1,0.09819957107015731
yorkshire terrier,8,30,Brindle,Male,5,4,2,4,2,3,2,1,3,3,5,4,medium,adult,mixed,1,independent_character,1,0.08596830702228297
rottweiler,2,10,Tan,Female,2,1,1,5,4,2,4,4,4,4,4,4,small,puppy,light,3,large_working,1,0.1270094429307097
havanese,12,27,Sable,Female,5,5,1,5,4,5,2,1,5,2,3,3,medium,senior,unique,2,small_companion,1,0.12281828254349136
shih tzu,10,59,Tan,Female,5,5,3,5,4,4,3,1,3,2,2,2,large,senior,light,2,small_companion,1,0.11723197668689922
doberman pinscher,10,56,White,Male,3,3,2,5,3,1,4,4,5,1,3,3,large,senior,light,3,large_working,1,0.04141680801384029
papillon,11,39,Spotted,Female,5,5,1,5,3,4,2,1,5,2,4,5,large,senior,mixed,2,small_companion,1,0.08890602129631608
labrador retriever,13,34,Bicolor,Male,1,3,2,5,5,5,5,3,5,4,5,5,large,senior,mixed,0,family_active,1,0.11542894055049463
pembroke welsh corgi,1,17,Spotted,Female,4,4,3,5,4,3,5,1,5,2,4,4,medium,puppy,mixed,5,smart_active,1,0.11917582392484138
